Title,Channel,Publish Date,Video URL,View Count
our first road trip together...,bestdressed,2019-06-13T19:40:32Z,https://www.youtube.com/watch?v=ios8B3UDgjU,1508844
SPIDER-MAN: FAR FROM HOME Travel Vlog - Bali,Sony Pictures Entertainment,2019-06-13T18:00:05Z,https://www.youtube.com/watch?v=UwJkysGrc8I,214018
JAPAN ADVENTURES! | Osaka &amp; Kyoto Travel Vlog (Pt.2),AmandaRachLee,2019-06-12T17:47:37Z,https://www.youtube.com/watch?v=pRxfkmhDH5Y,308285
Swimming at Khanpur Dam | Khanpur Dam | Khanpur Nehar,Rawalpindians Tv,2019-06-12T11:40:53Z,https://www.youtube.com/watch?v=BfA28E8M_p8,77176
Top 12 Attractions in Hanoi - Things To Do in Hanoi - Vietnam Travel Guide,Welcome To Vietnam,2019-06-10T03:32:14Z,https://www.youtube.com/watch?v=dWldEwi7B5M,4794
7 Days in Bali,JianHao Tan,2019-06-09T13:00:45Z,https://www.youtube.com/watch?v=mTzihhmIUpI,2702148
"The highlight of my trip to Bali Island, Indonesia",Ny Ka,2019-06-08T07:51:09Z,https://www.youtube.com/watch?v=rjLBvXx_y2M,4877
FINE TUNE Your Travel Vlog | Filmora9 Travel Vlog Series,Wondershare Filmora Video Editor,2019-06-05T12:30:08Z,https://www.youtube.com/watch?v=Uv0nagAijuI,29820
First Impressions of COPENHAGEN (strangest place we&#39;ve ever been),Kara and Nate,2019-06-04T14:00:05Z,https://www.youtube.com/watch?v=cvP5JN6qEZE,1268590
Kylie Jenner: A Day in the Life,Kylie Jenner,2019-06-04T03:08:18Z,https://www.youtube.com/watch?v=HhM0BYCHL00,75339758
Buying Gold in Dubai Airport! Wow! :D #Dubai #Gold #Market #Airport #Travel #Vlog #Souk #GoldSouk,International Stacker,2019-06-02T17:58:45Z,https://www.youtube.com/watch?v=Kx9WjB9A-3Y,291850
HOW TO EDIT a Travel Vlog | Filmora9 Travel Vlog Series,Wondershare Filmora Video Editor,2019-06-02T00:30:11Z,https://www.youtube.com/watch?v=uVmtkYaD1y8,89593
Top 10 Things to DO in KOBE Japan &amp; Kobe Beef Spots | WATCH BEFORE YOU GO,Paolo fromTOKYO,2019-06-01T00:01:00Z,https://www.youtube.com/watch?v=IuYiYzmO3qk,908512
HOW TO FILM a Travel Video | Filmora9 Travel Vlog Series,Wondershare Filmora Video Editor,2019-05-29T12:29:52Z,https://www.youtube.com/watch?v=FyIb82iLqQA,36265
"First Thoughts on Russia | We Spent 48 Hours in St Petersburg, Russia",Flying The Nest,2019-05-28T05:47:09Z,https://www.youtube.com/watch?v=Wn0ReF54Gvc,1060331
SIKKIM TRAVEL VLOG | Bagdogra to Gangtok - Vlog #1 | North East India | Kritika Goel,Kritika Goel,2019-05-27T14:57:24Z,https://www.youtube.com/watch?v=gtm2O_6_mUM,817764
NAGALAND - DZULEKE &amp; KHONOMA | Travelling in North-East India | Indian Travel vlogs,Larissa DSa,2019-05-27T05:58:41Z,https://www.youtube.com/watch?v=UIoMQxSX-vw,918971
Traveling To Uttrakhand  with my  Family  😀,Sourav Joshi Vlogs,2019-05-27T02:07:21Z,https://www.youtube.com/watch?v=8WgU-3gd4ys,10080565
800 NGÀY ĐI KHẮP VIỆT NAM |800 days around VietNam,Khoai Lang Thang,2019-05-25T03:47:15Z,https://www.youtube.com/watch?v=TrbtMqHSmcc,4020371
My Trip to Australia,Claudia Sulewski,2019-05-21T20:03:09Z,https://www.youtube.com/watch?v=i66H50mreEc,1380006
10 Best Places to Visit in Sri Lanka - Travel Video,touropia,2019-05-21T14:30:56Z,https://www.youtube.com/watch?v=buns7DpTL_I,2393797
"Ultimate India Motorbike Trip 🇮🇳| 8,000km in 43 Days",Jacob Laukaitis,2019-05-21T14:00:04Z,https://www.youtube.com/watch?v=U479w79_LWo,2435480
10 Best Places to Visit in Russia - Travel Video,touropia,2019-05-19T21:29:00Z,https://www.youtube.com/watch?v=YrNxPr4PKQo,1229772
Bangladesh Fountain/বাংলাদেশ ঝর্না,Rahemul Sohel ,2019-05-19T07:35:58Z,https://www.youtube.com/watch?v=mM20521wjk0,16082
I Went to Japan for the First Time | Tokyo Travel Vlog (Pt.1),AmandaRachLee,2019-05-18T13:57:42Z,https://www.youtube.com/watch?v=QPcwfuStFnU,1455089
"Travel via the BIGGEST AIRPORT IN THE WORLD, ISTANBUL | Turkey Travel Vlog",Dane and Stacey,2019-05-17T13:00:03Z,https://www.youtube.com/watch?v=HpO-sV7TSSk,125866
SPIDER-MAN: FAR FROM HOME Travel Vlog - Mexico,Sony Pictures Entertainment,2019-05-16T23:08:05Z,https://www.youtube.com/watch?v=BOkKYRJrPvc,513275
DISAPPOINTING Day in Helsinki | Finland Travel Vlog,Kara and Nate,2019-05-16T14:00:04Z,https://www.youtube.com/watch?v=GD0Vr4dn2YM,394886
Eva zu beck boyfriend at Pakistan and egypt,Rafaqat Ali,2019-05-14T10:38:33Z,https://www.youtube.com/watch?v=U-evtUz2h60,89208
Is The Gambia SAFE? (I didn&#39;t expect this) | Africa Travel Vlog,Ella McKendrick,2019-05-12T15:00:09Z,https://www.youtube.com/watch?v=niWFt9aD0BU,161621
"Street Food in Brazil - RIO DE JANEIRO Brazilian Food + Attractions in Rio, Brazil!",Mark Wiens,2019-05-12T13:00:03Z,https://www.youtube.com/watch?v=TlWDF3BfUdo,8471030
Cheerleading Competition Vlog - Travel Edition!,Anna McNulty,2019-05-11T12:57:44Z,https://www.youtube.com/watch?v=cHALLl_G35k,2813068
Big Tusk Elephant in Thailand,David Nieuwenhoven The Honest Online Marketer,2019-05-11T04:50:16Z,https://www.youtube.com/watch?v=bhRGfrtvXTs,14505
Mahendra Travels Raipur To Surat Daily Service,Bus Click Raipur - BCR,2019-05-10T16:11:26Z,https://www.youtube.com/watch?v=MHihw1hmv4g,13432
10 Best Places to Visit in Egypt - Travel Video,touropia,2019-05-07T12:24:47Z,https://www.youtube.com/watch?v=rsv4drcgHys,1722675
9 LIFE Saving TRAVEL Hacks You Must Know | #Travel #Trip #Journey #Anaysa,Anaysa,2019-05-06T13:00:08Z,https://www.youtube.com/watch?v=yZG6Ep0EixE,34620153
Iceland to Greenland [ HAD to EAT WHALE 😱 ],Devang Sethi,2019-05-05T06:33:13Z,https://www.youtube.com/watch?v=oc18CdXDzPM,300783
10 Best Places to Visit in Italy - Travel Video,touropia,2019-05-03T22:40:53Z,https://www.youtube.com/watch?v=FlRwssZYRM0,6897466
10 Best Places to Visit in Germany - Travel Video,touropia,2019-05-02T09:16:19Z,https://www.youtube.com/watch?v=IPbzWJNmndY,2618543
"TRAVEL VLOG: JOSHUA TREE, CA",Tess Christine,2019-04-28T14:50:02Z,https://www.youtube.com/watch?v=mVFKQc0O55I,242291
War in Beirut &amp; THIS Restaurant Stayed Open! Lebanon Travel Vlog,Kara and Nate,2019-04-21T14:00:04Z,https://www.youtube.com/watch?v=ZofFnbGKdpA,361167
5 places to visit in Gaza,TRT World,2019-04-19T12:10:26Z,https://www.youtube.com/watch?v=JBo7i-TXy6s,2018877
Solo in Paro Bhutan | Tiger&#39;s Nest visit | Bhutan Travel Guide | Bhutan Series Ep 1 | Tanya Khanijow,Tanya Khanijow,2019-04-16T14:50:42Z,https://www.youtube.com/watch?v=_lcOX55Ef70,2825201
How to Make an Epic Travel Vlog with a Smartphone | Samsung Galaxy S10+,Eva zu Beck,2019-04-15T13:00:01Z,https://www.youtube.com/watch?v=MG00dpSEBAI,127053
What to do in Hiroshima &amp; Miyajima | 6 Must Try Travel Ideas,Abroad in Japan,2019-04-14T17:03:03Z,https://www.youtube.com/watch?v=zlpUjbQ91gE,1988019
First Day in LEBANON (Nate Got Sick),Kara and Nate,2019-04-14T14:00:07Z,https://www.youtube.com/watch?v=YhxlQZ_nA1I,484277
BEST ROADTRIP IN THE PHILIPPINES Davao Oriental (No Tourist!!),FEATR,2019-04-13T08:30:02Z,https://www.youtube.com/watch?v=GPXUrn-rfbc,655478
A Night Walk in Madurai - മധുരയിലെ രാത്രി മാർക്കറ്റിലെ വ്യത്യസ്തമായ കാഴ്ചകൾ,Tech Travel Eat by Sujith Bhakthan,2019-04-06T06:30:00Z,https://www.youtube.com/watch?v=y_gdNcOnvCc,193282
Why Pakistan Can Become the #1 Travel Destination in the World,Eva zu Beck,2019-04-04T11:12:33Z,https://www.youtube.com/watch?v=AeSadjRblyM,1498555
"Madurai Bun Parotta, Mutton Curry Dosa &amp; Jigarthanda, Madurai Food Vlog Part 2",Tech Travel Eat by Sujith Bhakthan,2019-04-02T06:30:01Z,https://www.youtube.com/watch?v=KBsATu672Ts,489972
Portland | Cinematic Travel Video | Road Trip,Chris & Jenelle,2019-04-02T00:42:31Z,https://www.youtube.com/watch?v=7h7Aq8U3zuo,638
Twin Lakes Hotel Tagaytay Tour | @OhHelloNinaXO,Nina | @ohhelloninaxo,2019-04-01T07:57:09Z,https://www.youtube.com/watch?v=qNervl3TBG4,5321
KREW House Tour! Ft. Doggos,ItsFunneh,2019-03-31T19:00:04Z,https://www.youtube.com/watch?v=rCaQvpA4qAg,16373781
JORDAN Travel Vlog | Jesus Was Baptized HERE (Jerash &amp; Mt. Nebo),Kara and Nate,2019-03-30T14:01:10Z,https://www.youtube.com/watch?v=zeQ4qrFwePM,447275
TRAVEL PRODUCT REVIEWS | Portable Humidifier &amp; Footrest | DOES IT WORK?,Hey Nadine,2019-03-27T20:00:00Z,https://www.youtube.com/watch?v=7M9BafHOGNk,82070
How to Holiday in London: By a Londoner - 5 Days Travel Vlog &amp; Guide,Suitcase Monkey,2019-03-24T19:58:11Z,https://www.youtube.com/watch?v=E-nJHaHlyG8,2658966
I really need to be more careful 😅 »  travel vlog,Pick Up Limes,2019-03-22T22:35:50Z,https://www.youtube.com/watch?v=KQkuE_gwVGQ,389749
5 Easy Tips to Cinematic Travel Video,Indy Mogul,2019-03-12T21:13:30Z,https://www.youtube.com/watch?v=Y3ZHzPRbR2A,107716
"Kolkata, West Bengal Food &amp; Travel EP 1 | Food Heaven",visa2explore,2019-03-10T03:30:01Z,https://www.youtube.com/watch?v=gMdZFFAo-_E,2773768
SNOWBOARDING HOKKAIDO JAPAN | NISEKO SKI TRAVEL VLOG,vagabrothers,2019-03-09T17:30:30Z,https://www.youtube.com/watch?v=9KRttNCOAi8,178675
What I Pack for Vacation!,Anna McNulty,2019-03-09T13:03:37Z,https://www.youtube.com/watch?v=7fMW50cf9xM,1396088
Pondicherry tour plan and budget | Pondicherry kaise ghume | Pondicherry tour guide,Distance between,2019-03-07T11:21:52Z,https://www.youtube.com/watch?v=ri6Z33IMpKI,236911
How to cook a Costa Rican Breakfast | Jimmy Butler travel vlog,Jimmy Butler,2019-03-04T02:42:19Z,https://www.youtube.com/watch?v=B1LRgvYc6JY,306065
4 days in Malta: Maltese Food you NEED to Try | Travel Vlog,Kristen & Siya,2019-03-03T16:00:00Z,https://www.youtube.com/watch?v=7gzQAqss_8o,213413
119 Day Cruise AROUND THE WORLD | MSC Magnifica Full Ship Tour,Kara and Nate,2019-02-26T14:58:40Z,https://www.youtube.com/watch?v=VAmtB1IMbPI,1759302
24 HOURS on the SMALLEST ISLAND in the Caribbean | Saba Travel Vlog,Kara and Nate,2019-02-23T15:02:25Z,https://www.youtube.com/watch?v=eZKTBcY_0cA,313626
Baby&#39;s first 9 hour flight ✈️,Dad V Girls,2019-02-21T21:48:25Z,https://www.youtube.com/watch?v=PG8WSSjGfbs,2307752
Mermaids swimming in the Jungle!,Ninja Kidz TV,2019-02-16T13:30:03Z,https://www.youtube.com/watch?v=XzG8FQYy4ww,22826318
Swimming in the Ocean with Whale Sharks and Manta Rays!,Ninja Kidz TV,2019-02-14T19:30:00Z,https://www.youtube.com/watch?v=K4D89vyb4As,38175064
#1 BEST WIENERSCHNITZEL IN VIENNA | Vienna Travel Vlog,EURO TROTTER,2019-02-12T20:11:00Z,https://www.youtube.com/watch?v=I8527QvICKM,235593
"CUBA! Here&#39;s What Surprised Us Most: Safety, Food, Money, Cigars, Cars",Kara and Nate,2019-02-11T15:00:03Z,https://www.youtube.com/watch?v=TXUPEy0fqLY,717907
Inside Nauru | The World&#39;s Least Visited Country,Drew Binsky,2019-02-10T15:00:01Z,https://www.youtube.com/watch?v=7WKEZPF489U,2412993
THAILAND FOOD TOUR | Bangkok Thai Street Food | A Chefs Tour Travel Vlog,Dane and Stacey,2019-02-05T13:00:01Z,https://www.youtube.com/watch?v=0WnbWmyjLBY,333185
Samarkand | Travel to Uzbekistan&#39;s Silk Road Treasure,vagabrothers,2019-02-02T15:45:01Z,https://www.youtube.com/watch?v=R7eEylfmDnk,248578
"Travel Tinder in MY NEW FAVOURITE INDIAN CITY (Aizawl, Mizoram)",Karl Rock,2019-02-01T15:30:00Z,https://www.youtube.com/watch?v=3hGgGGYROGw,474634
CUBAN STREET FOOD | What locals eat in Cuba | Havana Travel Vlog,Kara and Nate,2019-01-31T19:50:39Z,https://www.youtube.com/watch?v=8bKzcwbKi40,652115
GoPro TRAVEL video editing 2019,Jake Rich and Anna Chah,2019-01-29T09:08:45Z,https://www.youtube.com/watch?v=EuHK0pcTYmo,111283
Uzbekistan - Why You Should Visit Now &amp; Tashkent Travel Guide,vagabrothers,2019-01-26T15:49:23Z,https://www.youtube.com/watch?v=xiJVQZmLaHE,729391
Republic Day Ride with Super Splendor,Exploring Assam,2019-01-26T12:27:24Z,https://www.youtube.com/watch?v=VaqfahjaUzA,483
North India vs. South India | What&#39;s The Difference?,Drew Binsky,2019-01-25T13:00:06Z,https://www.youtube.com/watch?v=X0UVm3lH93A,2256531
GILI ISLANDS 🏝 Scuba Diving in Gili Trawangan | Bali Travel Vlog #2 with When In City,Kritika Goel,2019-01-25T12:31:43Z,https://www.youtube.com/watch?v=VL0s0RBbf7Q,202648
Music Travel Love (2018 Rewind Vlog),Music Travel Love,2019-01-25T01:00:08Z,https://www.youtube.com/watch?v=tdKoQ642cEU,156820
"MADE IT TO BALI ☀ Seminyak, Uluwatu, Kecak Dance | Bali Travel Vlog #1 with When In City",Kritika Goel,2019-01-19T12:40:57Z,https://www.youtube.com/watch?v=_-Jn891cBTQ,408580
My time in ABUDHABI! | Travel vlogs | #LarsaTravels,Larissa DSa,2019-01-19T12:27:44Z,https://www.youtube.com/watch?v=YNLtyzSUZ9I,288242
24 Hours IGLOO Challenge | #Fun #Europe #DIML #Vlog #MyMissAnand,MyMissAnand,2019-01-18T08:30:00Z,https://www.youtube.com/watch?v=A0BiyARxEHg,10684927
HOME TOUR | LIFE STYLE | 20 Things you don&#39;t know about Aayu and Pihu Show VLOGS Kids at Home,Aayu and Pihu Show,2019-01-17T08:30:01Z,https://www.youtube.com/watch?v=HoE2LBSqPMM,24882683
SCUBA DIVING BELIZE | Ambergris Caye and Placencia | travel vlog 2019,Fearless & Far,2019-01-17T05:40:37Z,https://www.youtube.com/watch?v=RmHsznIrE1w,91909
"DUBAI MALL, GLOBAL VILLAGE, SHOPPING &amp; FOOD | Dubai Trip Vlog",SugarSpiceNice India,2019-01-16T09:30:02Z,https://www.youtube.com/watch?v=m-lvPqSQhAE,247118
48 Hours in MUMBAI: The City That Never Sleeps | Curly Tales,Curly Tales ,2019-01-16T04:30:33Z,https://www.youtube.com/watch?v=Er-P4oGoQBs,523151
Visit New Orleans - The Don&#39;ts of Visiting New Orleans,Wolters World,2019-01-12T16:21:52Z,https://www.youtube.com/watch?v=OwsyTmNB-aQ,2379821
My week in Rome ⎜Travel Vlog,Claudia Sulewski,2019-01-07T18:31:17Z,https://www.youtube.com/watch?v=hrGcKR-d0fs,305065
"4 Beautiful Days in SANTORINI Vlog - Thira, Oia, Blue Domes, Sunsets, Volcano Tour, Greece",Suitcase Monkey,2019-01-06T19:57:48Z,https://www.youtube.com/watch?v=PkyPumk8330,1241547
"Kochi, Fort kochi Episode  1 Kerala Tourism | Things to do in Kochi",visa2explore,2019-01-06T03:30:01Z,https://www.youtube.com/watch?v=i1U6N_qwwqE,3295209
How To Shoot Travel Videos | 5 Pro Tips,Learn Online Video,2019-01-01T23:26:44Z,https://www.youtube.com/watch?v=0q40gUXoJ2I,1234162
10 Best Places to Visit in South Africa - Travel Video,touropia,2018-12-31T15:29:52Z,https://www.youtube.com/watch?v=zNx5F8htBvo,2392439
"JAPAN Street Food $100 CHALLENGE in Asakusa, Tokyo! The best Japanese Street Food in Tokyo!",Best Ever Food Review Show,2018-12-30T12:26:55Z,https://www.youtube.com/watch?v=An6cuIMTgxo,12501504
Disney World Orlando Trip 2018 - Izabelle &amp; Nathan,Haroon Nasri,2018-12-28T15:42:18Z,https://www.youtube.com/watch?v=S7Zs6_tcmSM,58
Swiss Travel Pass Or A Rented Car For Exploring Switzerland on a Budget - All You Need To Know..,Traveling Desi,2018-12-28T14:58:46Z,https://www.youtube.com/watch?v=dpb471h9VEM,734558
Kumrat Valley | Mooroo | VLOG,Taimoor Salahuddin aka Mooroo,2018-12-28T13:00:08Z,https://www.youtube.com/watch?v=YK_62A_tuGM,428362
"HAWAII TRAVEL VLOG - Part 2 | GUCCI, LV, CHANEL, YSL, Sightseeing &amp; Eating",Mel in Melbourne,2018-12-26T04:30:00Z,https://www.youtube.com/watch?v=_jnVKqbsEmw,190702
What my trip to Japan was like,JaidenAnimations,2018-12-23T19:07:34Z,https://www.youtube.com/watch?v=byldfZxK0AU,40814961
"WE SPENT ONE MONTH IN AFRICA Anne and Erwan (Zimbabwe, South Africa, Zambia, Kenya)",FEATR,2018-12-23T08:57:41Z,https://www.youtube.com/watch?v=EgGofI0x6Hw,2093734
96 HOURS IN TURKEY,Irfan Junejo,2018-12-22T14:47:13Z,https://www.youtube.com/watch?v=IOmd-eRD55w,1903390
"Trip to Nottingham, England | UK travel vlog",Renata Pereira,2018-12-19T15:49:07Z,https://www.youtube.com/watch?v=KD8aHQcmS0U,85601
"TOP 13 MUST EAT FOODS in Chiang Mai, Thailand (DIY Thai Food Tour)",Kara and Nate,2018-12-19T15:00:06Z,https://www.youtube.com/watch?v=o2l59pRPT8U,463883
Varanasi - Cinematic travel film (Sony A7iii),Ben Mikha,2018-12-18T04:30:01Z,https://www.youtube.com/watch?v=1udJsv1VcII,3342151
"My Solo Trip to Portugal | Lagos, Lisbon + Porto",Allison Anderson,2018-12-14T18:43:20Z,https://www.youtube.com/watch?v=zHyv-_XlDpE,336947
"Switzerland In Rs. 75,000 - 10 Days 10 Cities - A Budget Trip from India - All You Need to Know",Traveling Desi,2018-12-13T14:57:45Z,https://www.youtube.com/watch?v=_64diyTtjwQ,3630964
How To Travel EAST JAVA - COMPLETE Guide to Bali&#39;s Neighbour,Lost LeBlanc,2018-12-10T14:15:00Z,https://www.youtube.com/watch?v=tm_rPzf6NJc,1151600
Traveling with Camera Gear SUCKS!... But here&#39;s how to do it,Potato Jet,2018-12-10T12:30:00Z,https://www.youtube.com/watch?v=TFcHUCHlh74,237845
Baton Rouge Vacation Travel Guide | Expedia,Expedia,2018-12-05T05:37:06Z,https://www.youtube.com/watch?v=Ca8slCfepjg,200203
Street Food in Peshawar - AMAZING PAYA + CHARSI TIKKA | Pakistani Food Tour!,Mark Wiens,2018-12-02T13:00:02Z,https://www.youtube.com/watch?v=CodtdeXZhJA,13277344
"9 Things You MUST Do in Osaka, Japan",JianHao Tan,2018-12-02T09:48:25Z,https://www.youtube.com/watch?v=I1VlOq9hhBM,1946737
HOW TO MAKE A TRAVEL VLOG - Camiguin Island Vlogging TIPS,Lost LeBlanc,2018-12-01T22:15:00Z,https://www.youtube.com/watch?v=qbDgjwB93i8,606896
Venice and Rome by Alex Gonzaga,Alex Gonzaga Official,2018-11-30T03:58:15Z,https://www.youtube.com/watch?v=GE2WEW-xveI,5768198
Oman Travel Tales Episode 2 - Top 7 Things To Do In Muscat | Curly Tales,Curly Tales ,2018-11-28T11:30:01Z,https://www.youtube.com/watch?v=KtzMwFnFUuM,667181
WEEKEND STAYCATION at Radisson Hotel Mumbai Goregaon | 5 Star Hotel in Mumbai,SugarSpiceNice India,2018-11-27T04:30:00Z,https://www.youtube.com/watch?v=0LWRaLb7hMQ,150253
Biyahe ni Drew: Flavors of Cebu (Full episode),GMA Public Affairs,2018-11-26T10:33:58Z,https://www.youtube.com/watch?v=SuUXq-CLBqo,3287729
FIRST IMPRESSIONS OF CANADA | Vancouver Travel Vlog,Kara and Nate,2018-11-25T14:00:01Z,https://www.youtube.com/watch?v=Fsr7UbxuHTg,567192
60 Seconds MACAU TRAVEL | Top Things to Do &amp; See,Divergent Travelers,2018-11-22T16:17:14Z,https://www.youtube.com/watch?v=hMO44kbZTec,21361
"TRAVEL VLOG: BANFF, ALBERTA",Tess Christine,2018-11-22T00:09:40Z,https://www.youtube.com/watch?v=b8fjtm32G_A,397969
IS SPANISH FOOD GOOD? Ultimate Northern Spain Food Tasting | Asturias Travel Vlog,Dane and Stacey,2018-11-19T14:00:00Z,https://www.youtube.com/watch?v=4E2K3IrhKJE,136786
"Things to do in Manchester, England - UK Travel vlog",Renata Pereira,2018-11-18T19:37:17Z,https://www.youtube.com/watch?v=81IzuIZf2AQ,134554
Weekend in North Goa 🌊 GOA TRAVEL VLOG | Kritika Goel,Kritika Goel,2018-11-17T09:25:54Z,https://www.youtube.com/watch?v=0W0KL44OJbY,184225
Climbing The Americas (Road Trip) - vlog #2,Adam Ondra,2018-11-16T18:56:08Z,https://www.youtube.com/watch?v=mVDyk0EG8sc,171197
PEAKS OF EUROPE | Northern Spain Travel Vlog | Picos De Europa National Park Asturias,Dane and Stacey,2018-11-16T14:00:03Z,https://www.youtube.com/watch?v=d_a83t4Dmeo,112141
Climbing The Americas (Road Trip) - vlog #3,Adam Ondra,2018-11-16T07:39:04Z,https://www.youtube.com/watch?v=CysVR2VaVW4,168156
Family Camping - Our Gear Overview,Woody Brown,2018-11-16T01:29:58Z,https://www.youtube.com/watch?v=sYeHq3wRexY,345828
Fort Kochi | Kochi Travel Guide | Travel Video | Kerala Tourist Places | Kochi Tour Informations,MM Travel Guide English,2018-11-15T13:58:24Z,https://www.youtube.com/watch?v=KtuT6yl9t6M,126535
NORTHERN SPAIN - SO UNDERRATED ❤️North Coast of Spain  | Asturias Travel Vlog,Dane and Stacey,2018-11-14T14:00:06Z,https://www.youtube.com/watch?v=OdKI-fHG_ZY,143140
TRAVEL VLOG: CARNIVAL VALOR CRUISE| JESSICA ALYSE,Jessmyluxe,2018-11-14T04:50:07Z,https://www.youtube.com/watch?v=VVjTpeoJRLE,522
Old Trafford stadium tour - MANCHESTER UNITED! UK Travel vlog,Renata Pereira,2018-11-11T19:40:50Z,https://www.youtube.com/watch?v=6EJWUDogXF4,259487
"Street Food in Pakistan - ULTIMATE 16-HOUR PAKISTANI FOOD Tour in Lahore, Pakistan!",Mark Wiens,2018-11-11T13:00:03Z,https://www.youtube.com/watch?v=Xdya8eym9nM,18698661
How To Plan Spain Trip From India | 7 Days Europe Travel | In Hindi | Desi Couple On The Go,Desi Couple On The Go,2018-11-11T10:55:56Z,https://www.youtube.com/watch?v=V7jQ7BpQfl8,169339
"Jodhpur, Rajasthan: EP 1 street food, places to visit  | Rajasthani Thali",visa2explore,2018-11-11T03:30:00Z,https://www.youtube.com/watch?v=4_nBR8ScDLE,2382824
Exotic THAI FOOD Tour in Bangkok with Mark Wiens! Freaky Thai Food + Yummy Face Challenge,Best Ever Food Review Show,2018-11-07T13:21:34Z,https://www.youtube.com/watch?v=nZ3Zc1DJOgY,10174293
24 HOURS IN KAZAKHSTAN! Almaty Travel Vlog,Kara and Nate,2018-11-06T14:00:09Z,https://www.youtube.com/watch?v=Zg3euh8V70I,666221
THIS IS AZERBAIJAN? | Baku Travel Vlog,Kara and Nate,2018-11-04T14:00:06Z,https://www.youtube.com/watch?v=yzxX5XUto-o,1225517
10 Best Places to Visit in Australia - Travel Video,touropia,2018-11-04T00:01:15Z,https://www.youtube.com/watch?v=PdVLk_dPmtc,3054179
An Inside Look at Morocco&#39;s Most Luxurious Hotel,WeWanderlustCo,2018-10-25T19:10:41Z,https://www.youtube.com/watch?v=gaCX0L_hyRI,18251
Birmingham City Centre - UK Travel Vlog,Renata Pereira,2018-10-23T17:30:10Z,https://www.youtube.com/watch?v=0ReDuH0_rpI,387352
Ana’s After School Routine | #Kids #MyMissAnand #Fun #Vlog #DIML #ShrutiArjunAnand,Shruti Arjun Anand,2018-10-23T13:00:08Z,https://www.youtube.com/watch?v=jPI7ujTdtOE,24142508
The Hidden Gem in Kottayam - Mango Meadows - Vlog 383 Tech Travel Eat #Exclusive,Tech Travel Eat by Sujith Bhakthan,2018-10-22T04:03:28Z,https://www.youtube.com/watch?v=XueXlHEkKHw,223077
"3 Days in MALTA - Valletta, Mdina, Stunning Blue Grotto, 3 Cities",Suitcase Monkey,2018-10-21T18:58:17Z,https://www.youtube.com/watch?v=TwtZ8oinQck,3374226
Water Park Equipment Vacuum Waves Pool Family Commercial Swimming Pool,Wenwen Sports Equipment,2018-10-18T06:36:13Z,https://www.youtube.com/watch?v=1tL0juJ0XRA,288592078
9 REASONS TO VISIT ZAGREB + WHAT TO DO IN ZAGREB | Croatia Travel Vlog,Dane and Stacey,2018-10-17T13:30:01Z,https://www.youtube.com/watch?v=xwtfBWbZRKo,91974
"Visit Pakistan: Mohenjodaro, Sindh (UNESCO World Heritage Site)",Ali_Malik,2018-10-09T20:41:38Z,https://www.youtube.com/watch?v=7x8-h_tUsjM,863425
Fast and Easy Travel Videos (How To: Beginner),Thomas Alex Norman,2018-10-09T17:58:41Z,https://www.youtube.com/watch?v=ugFOzRNQXSQ,99947
"Our Japan Trip starts NOW! ✈️  Flying to Japan from Canada Travel Vlog 🇨🇦→🇯🇵 Flight, Mistakes, Meals",Samuel and Audrey - Travel and Food Videos,2018-10-07T15:00:07Z,https://www.youtube.com/watch?v=jkjkbFPa9JE,108598
How to TRAVEL DUBAI on a BUDGET - Enjoy Luxury CHEAP,Lost LeBlanc,2018-10-07T13:40:31Z,https://www.youtube.com/watch?v=aS2PtFbteT8,1910876
Surviving the World&#39;s Most Expensive City (Luanda),Drew Binsky,2018-10-05T15:15:01Z,https://www.youtube.com/watch?v=0leZpRew-UM,1241794
Boston | Travel Vlog,Andrea,2018-10-04T16:00:10Z,https://www.youtube.com/watch?v=hAC1FDfDNJg,152
Busan Vacation Travel Guide | Expedia,Expedia,2018-10-04T10:41:03Z,https://www.youtube.com/watch?v=Qh3wrmSUqaI,1424457
10 Best Places to Visit in Turkey - Travel Video,touropia,2018-09-27T13:27:28Z,https://www.youtube.com/watch?v=r8rZQKXijb8,2312417
BEST PLACES TO EAT IN PARIS FRANCE | Paris France Travel Vlog,EURO TROTTER,2018-09-26T02:39:00Z,https://www.youtube.com/watch?v=cxrhrvw9Q8A,510023
How Much Can $10 Get You in NAMIBIA?,Drew Binsky,2018-09-25T02:30:01Z,https://www.youtube.com/watch?v=dw3ERFnYiJs,674705
"Fort Lauderdale, Florida | Beach and Boat tour (travel vlog)",Renata Pereira,2018-09-23T19:12:37Z,https://www.youtube.com/watch?v=5kFjEiAu61o,144195
5-STAR LUXURY RESORT in Thailand ♦ Phuket Travel Vlog,Miss Mina,2018-09-21T17:10:06Z,https://www.youtube.com/watch?v=8LO-QHhubis,1152750
What I Eat (Healthy Travel Snacks) - Romee Strijd VLOG,Romee Strijd,2018-09-20T21:05:04Z,https://www.youtube.com/watch?v=NJcOt-YqMRs,1625652
IS SLOVENIAN FOOD GOOD? Best Food Tour Ever | Cuisine in Ljubljana Travel Vlog,Dane and Stacey,2018-09-17T13:30:00Z,https://www.youtube.com/watch?v=Yf7KryU9OEw,130492
"Things to do in Miami Beach, Florida | SOUTH BEACH (travel vlog)",Renata Pereira,2018-09-16T17:29:56Z,https://www.youtube.com/watch?v=Oc6XTpJH92M,500428
