Title,Channel,Publish Date,Video URL,View Count,Country
Travel Day | Day 1 | Disneyland Resort in California Vlog | Virgin Atlantic Economy | Adam Hattan,Adam Hattan,2019-05-12T16:00:01Z,https://www.youtube.com/watch?v=0hEVq5hJM0o,99339,United States
Reacting to my OLD Travel Videos - Time to unlist them...,Lost LeBlanc,2019-05-11T18:11:53Z,https://www.youtube.com/watch?v=9PKfF4bBErc,112340,Norway
How to NOT BE a BAD Traveler | Travel Do&#39;s &amp; Dont&#39;s,vagabrothers,2019-05-11T13:45:01Z,https://www.youtube.com/watch?v=79qSlohMW_A,58449,
Cheerleading Competition Vlog - Travel Edition!,Anna McNulty,2019-05-11T12:57:44Z,https://www.youtube.com/watch?v=cHALLl_G35k,2813105,
Where Doo You Poop? Meet TUSHY Travel,Hello TUSHY Bidet,2019-05-07T17:34:56Z,https://www.youtube.com/watch?v=pawdauRHKys,23042,
10 Best Places to Visit in Egypt - Travel Video,touropia,2019-05-07T12:24:47Z,https://www.youtube.com/watch?v=rsv4drcgHys,1722685,Netherlands
9 LIFE Saving TRAVEL Hacks You Must Know | #Travel #Trip #Journey #Anaysa,Anaysa,2019-05-06T13:00:08Z,https://www.youtube.com/watch?v=yZG6Ep0EixE,34620297,
10 Best Places to Visit in Italy - Travel Video,touropia,2019-05-03T22:40:53Z,https://www.youtube.com/watch?v=FlRwssZYRM0,6897528,Netherlands
10 Best Places to Visit in Germany - Travel Video,touropia,2019-05-02T09:16:19Z,https://www.youtube.com/watch?v=IPbzWJNmndY,2618560,Netherlands
"TRAVEL VLOG: JOSHUA TREE, CA",Tess Christine,2019-04-28T14:50:02Z,https://www.youtube.com/watch?v=mVFKQc0O55I,242293,
Why a foreigner chooses a future in India | Travel Vlog Iv | | Ivana Perkovic | TEDxGNI,TEDx Talks,2019-04-26T20:18:33Z,https://www.youtube.com/watch?v=I9y_BopoDv8,718575,
10 Easy Insta360 ONE X Shots For A Travel Vlog Video,Best360,2019-04-25T19:48:20Z,https://www.youtube.com/watch?v=70r43Bb_F8o,547615,
IS TURKISH FOOD GOOD? | Secret Food Tours Istanbul Kadikoy | Turkey Travel Vlog,Dane and Stacey,2019-04-23T13:00:15Z,https://www.youtube.com/watch?v=uN3V_2qvfMc,209396,France
Road Trip at Halletsville w/My Co-Worker!! PART 1,JAYUMIHAM JONES OFFICIAL 7,2019-04-23T06:00:05Z,https://www.youtube.com/watch?v=gJC3zwz8Bow,61,
War in Beirut &amp; THIS Restaurant Stayed Open! Lebanon Travel Vlog,Kara and Nate,2019-04-21T14:00:04Z,https://www.youtube.com/watch?v=ZofFnbGKdpA,361170,Lebanon
New Zealand Road Trip | Van Life Lake Rotorua to Taupo,vagabrothers,2019-04-20T14:25:57Z,https://www.youtube.com/watch?v=WpNdRcGC3Yc,67739,Turkey
@Barbie | Places I want to Travel To! | Barbie Vlogs,Barbie,2019-04-19T10:02:49Z,https://www.youtube.com/watch?v=4Fuitdf9hXM,552351,
Last-minute trip to Shanghai! A Cinematic Vlog,Brandon Li,2019-04-18T14:01:00Z,https://www.youtube.com/watch?v=hgjpSSRX8ro,123064,China
Travelling to Taiwan - Taiwan VLOG #1,FIRSTLAPSE,2019-04-17T19:12:49Z,https://www.youtube.com/watch?v=TOP1i-LsALk,1535,
How to Make an Epic Travel Vlog with a Smartphone | Samsung Galaxy S10+,Eva zu Beck,2019-04-15T13:00:01Z,https://www.youtube.com/watch?v=MG00dpSEBAI,127053,Burma
18 MOST UNDERRATED Budget Travel Destinations,vagabrothers,2019-04-13T15:15:01Z,https://www.youtube.com/watch?v=UwEMkYeraLs,489615,Czechia
Mt. Fuji Travel Guide,Attaché,2019-04-11T18:32:24Z,https://www.youtube.com/watch?v=dQfEE7A5S5A,541721,Japan
Flying Business VS Economy - First Class worth the $$$?,Lost LeBlanc,2019-04-07T13:00:10Z,https://www.youtube.com/watch?v=rFGryvBJCYc,232297,United States
How to Prepare Your Home Before You Travel,vagabrothers,2019-04-06T15:15:00Z,https://www.youtube.com/watch?v=C6NW2KfAszI,53561,
Portland | Cinematic Travel Video | Road Trip,Chris & Jenelle,2019-04-02T00:42:31Z,https://www.youtube.com/watch?v=7h7Aq8U3zuo,638,Australia
Holi Festival India | New Delhi &amp; Taj Mahal Travel Guide,vagabrothers,2019-03-30T14:45:12Z,https://www.youtube.com/watch?v=SaIrjHnGUBM,129936,India
JORDAN Travel Vlog | Jesus Was Baptized HERE (Jerash &amp; Mt. Nebo),Kara and Nate,2019-03-30T14:01:10Z,https://www.youtube.com/watch?v=zeQ4qrFwePM,447281,Philippines
TRAVEL PRODUCT REVIEWS | Portable Humidifier &amp; Footrest | DOES IT WORK?,Hey Nadine,2019-03-27T20:00:00Z,https://www.youtube.com/watch?v=7M9BafHOGNk,82070,
Best Indian Biryani in Sri Lanka | Banda Food Review | Travel Today 2019,Travel Today,2019-03-27T12:30:00Z,https://www.youtube.com/watch?v=7gya2PJtat4,559818,Netherlands
How to Holiday in London: By a Londoner - 5 Days Travel Vlog &amp; Guide,Suitcase Monkey,2019-03-24T19:58:11Z,https://www.youtube.com/watch?v=E-nJHaHlyG8,2658983,United States
Backpacking Noosa and Kayaking the Everglades! 🦋 Australia Travel Vlogs,UnJaded Jade,2019-03-24T18:06:30Z,https://www.youtube.com/watch?v=Jhi4U-SFyfg,155521,Cuba
I really need to be more careful 😅 »  travel vlog,Pick Up Limes,2019-03-22T22:35:50Z,https://www.youtube.com/watch?v=KQkuE_gwVGQ,389749,
best TRAVEL camera 2019?,Jake Rich and Anna Chah,2019-03-17T06:00:02Z,https://www.youtube.com/watch?v=5-_Zqs4IU6g,120196,Netherlands
5 Easy Tips to Cinematic Travel Video,Indy Mogul,2019-03-12T21:13:30Z,https://www.youtube.com/watch?v=Y3ZHzPRbR2A,107716,
SNOWBOARDING HOKKAIDO JAPAN | NISEKO SKI TRAVEL VLOG,vagabrothers,2019-03-09T17:30:30Z,https://www.youtube.com/watch?v=9KRttNCOAi8,178675,Norway
Mexico City Travel Guide,Attaché,2019-03-06T21:13:57Z,https://www.youtube.com/watch?v=q80bY-WvEQE,1252758,Mexico
How to cook a Costa Rican Breakfast | Jimmy Butler travel vlog,Jimmy Butler,2019-03-04T02:42:19Z,https://www.youtube.com/watch?v=B1LRgvYc6JY,306066,United States
4 days in Malta: Maltese Food you NEED to Try | Travel Vlog,Kristen & Siya,2019-03-03T16:00:00Z,https://www.youtube.com/watch?v=7gzQAqss_8o,213413,United States
24 Hours in Tokyo | Japan Budget Travel Guide,vagabrothers,2019-03-02T17:06:08Z,https://www.youtube.com/watch?v=q8sd4NpN4gw,122231,Japan
85mm For Street Photography?? | Photo Vlog 45,Evan Ranft,2019-03-01T20:26:59Z,https://www.youtube.com/watch?v=K2tW4QZLcMs,137142,United Kingdom
Exploring Indonesia - Vlog,kold,2019-03-01T17:24:02Z,https://www.youtube.com/watch?v=NkQF5CLdqow,1593258,
How to TRAVEL PARIS in 12 HOURS - Layover Travel Guide,Lost LeBlanc,2019-02-28T15:15:01Z,https://www.youtube.com/watch?v=RGgCiDzYQTE,218907,United States
What Happened to the Aral Sea? | Travel to Uzbekistan&#39;s Worst Disaster,vagabrothers,2019-02-23T15:15:01Z,https://www.youtube.com/watch?v=hCeprlqbneE,178952,Kazakhstan
24 HOURS on the SMALLEST ISLAND in the Caribbean | Saba Travel Vlog,Kara and Nate,2019-02-23T15:02:25Z,https://www.youtube.com/watch?v=eZKTBcY_0cA,313633,
CHEAPEST way to see Aurora Lights - Dream Come True,Lost LeBlanc,2019-02-23T13:57:49Z,https://www.youtube.com/watch?v=3GNLgx3LyDs,509254,United States
SINGAPORE VLOG ✨ Indian Girl Traveling Solo in Singapore | Kritika Goel,Kritika Goel,2019-02-22T15:54:26Z,https://www.youtube.com/watch?v=OyT_VzEGHss,433975,Singapore
5 places to visit in Gaza,TRT World,2019-04-19T12:10:26Z,https://www.youtube.com/watch?v=JBo7i-TXy6s,2019413,Gaza Strip
Solo in Paro Bhutan | Tiger&#39;s Nest visit | Bhutan Travel Guide | Bhutan Series Ep 1 | Tanya Khanijow,Tanya Khanijow,2019-04-16T14:50:42Z,https://www.youtube.com/watch?v=_lcOX55Ef70,2825208,Bhutan
What to do in Hiroshima &amp; Miyajima | 6 Must Try Travel Ideas,Abroad in Japan,2019-04-14T17:03:03Z,https://www.youtube.com/watch?v=zlpUjbQ91gE,1988043,Japan
First Day in LEBANON (Nate Got Sick),Kara and Nate,2019-04-14T14:00:07Z,https://www.youtube.com/watch?v=YhxlQZ_nA1I,484280,United States
BEST ROADTRIP IN THE PHILIPPINES Davao Oriental (No Tourist!!),FEATR,2019-04-13T08:30:02Z,https://www.youtube.com/watch?v=GPXUrn-rfbc,655479,Netherlands
A Night Walk in Madurai - മധുരയിലെ രാത്രി മാർക്കറ്റിലെ വ്യത്യസ്തമായ കാഴ്ചകൾ,Tech Travel Eat by Sujith Bhakthan,2019-04-06T06:30:00Z,https://www.youtube.com/watch?v=y_gdNcOnvCc,193284,India
Why Pakistan Can Become the #1 Travel Destination in the World,Eva zu Beck,2019-04-04T11:12:33Z,https://www.youtube.com/watch?v=AeSadjRblyM,1498563,
"Madurai Bun Parotta, Mutton Curry Dosa &amp; Jigarthanda, Madurai Food Vlog Part 2",Tech Travel Eat by Sujith Bhakthan,2019-04-02T06:30:01Z,https://www.youtube.com/watch?v=KBsATu672Ts,489975,India
Twin Lakes Hotel Tagaytay Tour | @OhHelloNinaXO,Nina | @ohhelloninaxo,2019-04-01T07:57:09Z,https://www.youtube.com/watch?v=qNervl3TBG4,5321,Philippines
KREW House Tour! Ft. Doggos,ItsFunneh,2019-03-31T19:00:04Z,https://www.youtube.com/watch?v=rCaQvpA4qAg,16373836,
"Kolkata, West Bengal Food &amp; Travel EP 1 | Food Heaven",visa2explore,2019-03-10T03:30:01Z,https://www.youtube.com/watch?v=gMdZFFAo-_E,2773813,
What I Pack for Vacation!,Anna McNulty,2019-03-09T13:03:37Z,https://www.youtube.com/watch?v=7fMW50cf9xM,1396097,
Pondicherry tour plan and budget | Pondicherry kaise ghume | Pondicherry tour guide,Distance between,2019-03-07T11:21:52Z,https://www.youtube.com/watch?v=ri6Z33IMpKI,236913,
119 Day Cruise AROUND THE WORLD | MSC Magnifica Full Ship Tour,Kara and Nate,2019-02-26T14:58:40Z,https://www.youtube.com/watch?v=VAmtB1IMbPI,1759309,
Baby&#39;s first 9 hour flight ✈️,Dad V Girls,2019-02-21T21:48:25Z,https://www.youtube.com/watch?v=PG8WSSjGfbs,2307766,
Mermaids swimming in the Jungle!,Ninja Kidz TV,2019-02-16T13:30:03Z,https://www.youtube.com/watch?v=XzG8FQYy4ww,22826783,
Swimming in the Ocean with Whale Sharks and Manta Rays!,Ninja Kidz TV,2019-02-14T19:30:00Z,https://www.youtube.com/watch?v=K4D89vyb4As,38180458,United States
#1 BEST WIENERSCHNITZEL IN VIENNA | Vienna Travel Vlog,EURO TROTTER,2019-02-12T20:11:00Z,https://www.youtube.com/watch?v=I8527QvICKM,235594,Netherlands
"CUBA! Here&#39;s What Surprised Us Most: Safety, Food, Money, Cigars, Cars",Kara and Nate,2019-02-11T15:00:03Z,https://www.youtube.com/watch?v=TXUPEy0fqLY,717928,Czechia
Inside Nauru | The World&#39;s Least Visited Country,Drew Binsky,2019-02-10T15:00:01Z,https://www.youtube.com/watch?v=7WKEZPF489U,2413035,
THAILAND FOOD TOUR | Bangkok Thai Street Food | A Chefs Tour Travel Vlog,Dane and Stacey,2019-02-05T13:00:01Z,https://www.youtube.com/watch?v=0WnbWmyjLBY,333185,Thailand
Samarkand | Travel to Uzbekistan&#39;s Silk Road Treasure,vagabrothers,2019-02-02T15:45:01Z,https://www.youtube.com/watch?v=R7eEylfmDnk,248583,Uzbekistan
"Travel Tinder in MY NEW FAVOURITE INDIAN CITY (Aizawl, Mizoram)",Karl Rock,2019-02-01T15:30:00Z,https://www.youtube.com/watch?v=3hGgGGYROGw,474635,
CUBAN STREET FOOD | What locals eat in Cuba | Havana Travel Vlog,Kara and Nate,2019-01-31T19:50:39Z,https://www.youtube.com/watch?v=8bKzcwbKi40,652118,United Kingdom
GoPro TRAVEL video editing 2019,Jake Rich and Anna Chah,2019-01-29T09:08:45Z,https://www.youtube.com/watch?v=EuHK0pcTYmo,111284,
Uzbekistan - Why You Should Visit Now &amp; Tashkent Travel Guide,vagabrothers,2019-01-26T15:49:23Z,https://www.youtube.com/watch?v=xiJVQZmLaHE,729394,Uzbekistan
Republic Day Ride with Super Splendor,Exploring Assam,2019-01-26T12:27:24Z,https://www.youtube.com/watch?v=VaqfahjaUzA,483,United States
North India vs. South India | What&#39;s The Difference?,Drew Binsky,2019-01-25T13:00:06Z,https://www.youtube.com/watch?v=X0UVm3lH93A,2256614,
GILI ISLANDS 🏝 Scuba Diving in Gili Trawangan | Bali Travel Vlog #2 with When In City,Kritika Goel,2019-01-25T12:31:43Z,https://www.youtube.com/watch?v=VL0s0RBbf7Q,202648,
Music Travel Love (2018 Rewind Vlog),Music Travel Love,2019-01-25T01:00:08Z,https://www.youtube.com/watch?v=tdKoQ642cEU,156828,
"MADE IT TO BALI ☀ Seminyak, Uluwatu, Kecak Dance | Bali Travel Vlog #1 with When In City",Kritika Goel,2019-01-19T12:40:57Z,https://www.youtube.com/watch?v=_-Jn891cBTQ,408580,Netherlands
My time in ABUDHABI! | Travel vlogs | #LarsaTravels,Larissa DSa,2019-01-19T12:27:44Z,https://www.youtube.com/watch?v=YNLtyzSUZ9I,288242,Norway
24 Hours IGLOO Challenge | #Fun #Europe #DIML #Vlog #MyMissAnand,MyMissAnand,2019-01-18T08:30:00Z,https://www.youtube.com/watch?v=A0BiyARxEHg,10684939,
HOME TOUR | LIFE STYLE | 20 Things you don&#39;t know about Aayu and Pihu Show VLOGS Kids at Home,Aayu and Pihu Show,2019-01-17T08:30:01Z,https://www.youtube.com/watch?v=HoE2LBSqPMM,24883515,
SCUBA DIVING BELIZE | Ambergris Caye and Placencia | travel vlog 2019,Fearless & Far,2019-01-17T05:40:37Z,https://www.youtube.com/watch?v=RmHsznIrE1w,91910,
"DUBAI MALL, GLOBAL VILLAGE, SHOPPING &amp; FOOD | Dubai Trip Vlog",SugarSpiceNice India,2019-01-16T09:30:02Z,https://www.youtube.com/watch?v=m-lvPqSQhAE,247119,United Arab Emirates
48 Hours in MUMBAI: The City That Never Sleeps | Curly Tales,Curly Tales ,2019-01-16T04:30:33Z,https://www.youtube.com/watch?v=Er-P4oGoQBs,523165,India
Visit New Orleans - The Don&#39;ts of Visiting New Orleans,Wolters World,2019-01-12T16:21:52Z,https://www.youtube.com/watch?v=OwsyTmNB-aQ,2379869,United States
My week in Rome ⎜Travel Vlog,Claudia Sulewski,2019-01-07T18:31:17Z,https://www.youtube.com/watch?v=hrGcKR-d0fs,305066,United States
"4 Beautiful Days in SANTORINI Vlog - Thira, Oia, Blue Domes, Sunsets, Volcano Tour, Greece",Suitcase Monkey,2019-01-06T19:57:48Z,https://www.youtube.com/watch?v=PkyPumk8330,1241549,United States
"Kochi, Fort kochi Episode  1 Kerala Tourism | Things to do in Kochi",visa2explore,2019-01-06T03:30:01Z,https://www.youtube.com/watch?v=i1U6N_qwwqE,3295354,India
How To Shoot Travel Videos | 5 Pro Tips,Learn Online Video,2019-01-01T23:26:44Z,https://www.youtube.com/watch?v=0q40gUXoJ2I,1234166,
10 Best Places to Visit in South Africa - Travel Video,touropia,2018-12-31T15:29:52Z,https://www.youtube.com/watch?v=zNx5F8htBvo,2392457,Netherlands
"JAPAN Street Food $100 CHALLENGE in Asakusa, Tokyo! The best Japanese Street Food in Tokyo!",Best Ever Food Review Show,2018-12-30T12:26:55Z,https://www.youtube.com/watch?v=An6cuIMTgxo,12501710,United Kingdom
Disney World Orlando Trip 2018 - Izabelle &amp; Nathan,Haroon Nasri,2018-12-28T15:42:18Z,https://www.youtube.com/watch?v=S7Zs6_tcmSM,58,United States
Swiss Travel Pass Or A Rented Car For Exploring Switzerland on a Budget - All You Need To Know..,Traveling Desi,2018-12-28T14:58:46Z,https://www.youtube.com/watch?v=dpb471h9VEM,734566,
Kumrat Valley | Mooroo | VLOG,Taimoor Salahuddin aka Mooroo,2018-12-28T13:00:08Z,https://www.youtube.com/watch?v=YK_62A_tuGM,428364,United States
"HAWAII TRAVEL VLOG - Part 2 | GUCCI, LV, CHANEL, YSL, Sightseeing &amp; Eating",Mel in Melbourne,2018-12-26T04:30:00Z,https://www.youtube.com/watch?v=_jnVKqbsEmw,190702,
What my trip to Japan was like,JaidenAnimations,2018-12-23T19:07:34Z,https://www.youtube.com/watch?v=byldfZxK0AU,40815221,
"WE SPENT ONE MONTH IN AFRICA Anne and Erwan (Zimbabwe, South Africa, Zambia, Kenya)",FEATR,2018-12-23T08:57:41Z,https://www.youtube.com/watch?v=EgGofI0x6Hw,2093761,
96 HOURS IN TURKEY,Irfan Junejo,2018-12-22T14:47:13Z,https://www.youtube.com/watch?v=IOmd-eRD55w,1903414,
"Trip to Nottingham, England | UK travel vlog",Renata Pereira,2018-12-19T15:49:07Z,https://www.youtube.com/watch?v=KD8aHQcmS0U,85603,United Kingdom
"TOP 13 MUST EAT FOODS in Chiang Mai, Thailand (DIY Thai Food Tour)",Kara and Nate,2018-12-19T15:00:06Z,https://www.youtube.com/watch?v=o2l59pRPT8U,463885,Thailand
Varanasi - Cinematic travel film (Sony A7iii),Ben Mikha,2018-12-18T04:30:01Z,https://www.youtube.com/watch?v=1udJsv1VcII,3342259,
"My Solo Trip to Portugal | Lagos, Lisbon + Porto",Allison Anderson,2018-12-14T18:43:20Z,https://www.youtube.com/watch?v=zHyv-_XlDpE,336951,Portugal
"Switzerland In Rs. 75,000 - 10 Days 10 Cities - A Budget Trip from India - All You Need to Know",Traveling Desi,2018-12-13T14:57:45Z,https://www.youtube.com/watch?v=_64diyTtjwQ,3630972,
How To Travel EAST JAVA - COMPLETE Guide to Bali&#39;s Neighbour,Lost LeBlanc,2018-12-10T14:15:00Z,https://www.youtube.com/watch?v=tm_rPzf6NJc,1151605,
Traveling with Camera Gear SUCKS!... But here&#39;s how to do it,Potato Jet,2018-12-10T12:30:00Z,https://www.youtube.com/watch?v=TFcHUCHlh74,237847,
Baton Rouge Vacation Travel Guide | Expedia,Expedia,2018-12-05T05:37:06Z,https://www.youtube.com/watch?v=Ca8slCfepjg,200207,United States
"9 Things You MUST Do in Osaka, Japan",JianHao Tan,2018-12-02T09:48:25Z,https://www.youtube.com/watch?v=I1VlOq9hhBM,1946741,
HOW TO MAKE A TRAVEL VLOG - Camiguin Island Vlogging TIPS,Lost LeBlanc,2018-12-01T22:15:00Z,https://www.youtube.com/watch?v=qbDgjwB93i8,606897,
Venice and Rome by Alex Gonzaga,Alex Gonzaga Official,2018-11-30T03:58:15Z,https://www.youtube.com/watch?v=GE2WEW-xveI,5768221,United States
Oman Travel Tales Episode 2 - Top 7 Things To Do In Muscat | Curly Tales,Curly Tales ,2018-11-28T11:30:01Z,https://www.youtube.com/watch?v=KtzMwFnFUuM,667181,Oman
WEEKEND STAYCATION at Radisson Hotel Mumbai Goregaon | 5 Star Hotel in Mumbai,SugarSpiceNice India,2018-11-27T04:30:00Z,https://www.youtube.com/watch?v=0LWRaLb7hMQ,150254,India
Biyahe ni Drew: Flavors of Cebu (Full episode),GMA Public Affairs,2018-11-26T10:33:58Z,https://www.youtube.com/watch?v=SuUXq-CLBqo,3287772,Turkey
FIRST IMPRESSIONS OF CANADA | Vancouver Travel Vlog,Kara and Nate,2018-11-25T14:00:01Z,https://www.youtube.com/watch?v=Fsr7UbxuHTg,567194,Turkey
60 Seconds MACAU TRAVEL | Top Things to Do &amp; See,Divergent Travelers,2018-11-22T16:17:14Z,https://www.youtube.com/watch?v=hMO44kbZTec,21361,Brazil
"TRAVEL VLOG: BANFF, ALBERTA",Tess Christine,2018-11-22T00:09:40Z,https://www.youtube.com/watch?v=b8fjtm32G_A,397970,
IS SPANISH FOOD GOOD? Ultimate Northern Spain Food Tasting | Asturias Travel Vlog,Dane and Stacey,2018-11-19T14:00:00Z,https://www.youtube.com/watch?v=4E2K3IrhKJE,136788,Philippines
"Things to do in Manchester, England - UK Travel vlog",Renata Pereira,2018-11-18T19:37:17Z,https://www.youtube.com/watch?v=81IzuIZf2AQ,134554,United States
Weekend in North Goa 🌊 GOA TRAVEL VLOG | Kritika Goel,Kritika Goel,2018-11-17T09:25:54Z,https://www.youtube.com/watch?v=0W0KL44OJbY,184226,Philippines
Climbing The Americas (Road Trip) - vlog #2,Adam Ondra,2018-11-16T18:56:08Z,https://www.youtube.com/watch?v=mVDyk0EG8sc,171197,
PEAKS OF EUROPE | Northern Spain Travel Vlog | Picos De Europa National Park Asturias,Dane and Stacey,2018-11-16T14:00:03Z,https://www.youtube.com/watch?v=d_a83t4Dmeo,112141,Turkey
Climbing The Americas (Road Trip) - vlog #3,Adam Ondra,2018-11-16T07:39:04Z,https://www.youtube.com/watch?v=CysVR2VaVW4,168157,
Family Camping - Our Gear Overview,Woody Brown,2018-11-16T01:29:58Z,https://www.youtube.com/watch?v=sYeHq3wRexY,345833,
Fort Kochi | Kochi Travel Guide | Travel Video | Kerala Tourist Places | Kochi Tour Informations,MM Travel Guide English,2018-11-15T13:58:24Z,https://www.youtube.com/watch?v=KtuT6yl9t6M,126539,India
NORTHERN SPAIN - SO UNDERRATED ❤️North Coast of Spain  | Asturias Travel Vlog,Dane and Stacey,2018-11-14T14:00:06Z,https://www.youtube.com/watch?v=OdKI-fHG_ZY,143140,Turkey
TRAVEL VLOG: CARNIVAL VALOR CRUISE| JESSICA ALYSE,Jessmyluxe,2018-11-14T04:50:07Z,https://www.youtube.com/watch?v=VVjTpeoJRLE,522,
Old Trafford stadium tour - MANCHESTER UNITED! UK Travel vlog,Renata Pereira,2018-11-11T19:40:50Z,https://www.youtube.com/watch?v=6EJWUDogXF4,259487,United States
"Street Food in Pakistan - ULTIMATE 16-HOUR PAKISTANI FOOD Tour in Lahore, Pakistan!",Mark Wiens,2018-11-11T13:00:03Z,https://www.youtube.com/watch?v=Xdya8eym9nM,18698907,United Kingdom
How To Plan Spain Trip From India | 7 Days Europe Travel | In Hindi | Desi Couple On The Go,Desi Couple On The Go,2018-11-11T10:55:56Z,https://www.youtube.com/watch?v=V7jQ7BpQfl8,169341,
Exotic THAI FOOD Tour in Bangkok with Mark Wiens! Freaky Thai Food + Yummy Face Challenge,Best Ever Food Review Show,2018-11-07T13:21:34Z,https://www.youtube.com/watch?v=nZ3Zc1DJOgY,10174367,Thailand
24 HOURS IN KAZAKHSTAN! Almaty Travel Vlog,Kara and Nate,2018-11-06T14:00:09Z,https://www.youtube.com/watch?v=Zg3euh8V70I,666221,Kazakhstan
THIS IS AZERBAIJAN? | Baku Travel Vlog,Kara and Nate,2018-11-04T14:00:06Z,https://www.youtube.com/watch?v=yzxX5XUto-o,1225520,Azerbaijan
10 Best Places to Visit in Australia - Travel Video,touropia,2018-11-04T00:01:15Z,https://www.youtube.com/watch?v=PdVLk_dPmtc,3054183,Netherlands
Diwali THEN Vs NOW .. | #ShrutiArjunAnand #Roleplay #Fun #Sketch #MyMissAnand,MyMissAnand,2018-11-02T08:30:00Z,https://www.youtube.com/watch?v=m3Yzk5BjiCo,66434095,
An Inside Look at Morocco&#39;s Most Luxurious Hotel,WeWanderlustCo,2018-10-25T19:10:41Z,https://www.youtube.com/watch?v=gaCX0L_hyRI,18252,Burma
Birmingham City Centre - UK Travel Vlog,Renata Pereira,2018-10-23T17:30:10Z,https://www.youtube.com/watch?v=0ReDuH0_rpI,387362,United States
Ana’s After School Routine | #Kids #MyMissAnand #Fun #Vlog #DIML #ShrutiArjunAnand,Shruti Arjun Anand,2018-10-23T13:00:08Z,https://www.youtube.com/watch?v=jPI7ujTdtOE,24142756,
The Hidden Gem in Kottayam - Mango Meadows - Vlog 383 Tech Travel Eat #Exclusive,Tech Travel Eat by Sujith Bhakthan,2018-10-22T04:03:28Z,https://www.youtube.com/watch?v=XueXlHEkKHw,223080,India
"3 Days in MALTA - Valletta, Mdina, Stunning Blue Grotto, 3 Cities",Suitcase Monkey,2018-10-21T18:58:17Z,https://www.youtube.com/watch?v=TwtZ8oinQck,3374318,United States
Water Park Equipment Vacuum Waves Pool Family Commercial Swimming Pool,Wenwen Sports Equipment,2018-10-18T06:36:13Z,https://www.youtube.com/watch?v=1tL0juJ0XRA,288592173,
9 REASONS TO VISIT ZAGREB + WHAT TO DO IN ZAGREB | Croatia Travel Vlog,Dane and Stacey,2018-10-17T13:30:01Z,https://www.youtube.com/watch?v=xwtfBWbZRKo,91974,Croatia
"Visit Pakistan: Mohenjodaro, Sindh (UNESCO World Heritage Site)",Ali_Malik,2018-10-09T20:41:38Z,https://www.youtube.com/watch?v=7x8-h_tUsjM,863627,
Fast and Easy Travel Videos (How To: Beginner),Thomas Alex Norman,2018-10-09T17:58:41Z,https://www.youtube.com/watch?v=ugFOzRNQXSQ,99947,
"Our Japan Trip starts NOW! ✈️  Flying to Japan from Canada Travel Vlog 🇨🇦→🇯🇵 Flight, Mistakes, Meals",Samuel and Audrey - Travel and Food Videos,2018-10-07T15:00:07Z,https://www.youtube.com/watch?v=jkjkbFPa9JE,108598,
How to TRAVEL DUBAI on a BUDGET - Enjoy Luxury CHEAP,Lost LeBlanc,2018-10-07T13:40:31Z,https://www.youtube.com/watch?v=aS2PtFbteT8,1910885,United Arab Emirates
Chicago | Cinematic Travel Video | Make Me Move,Chris & Jenelle,2018-10-07T04:26:14Z,https://www.youtube.com/watch?v=bHIdQBhSjHc,5948,United States
Surviving the World&#39;s Most Expensive City (Luanda),Drew Binsky,2018-10-05T15:15:01Z,https://www.youtube.com/watch?v=0leZpRew-UM,1241810,Czechia
Boston | Travel Vlog,Andrea,2018-10-04T16:00:10Z,https://www.youtube.com/watch?v=hAC1FDfDNJg,152,Philippines
Busan Vacation Travel Guide | Expedia,Expedia,2018-10-04T10:41:03Z,https://www.youtube.com/watch?v=Qh3wrmSUqaI,1424470,"Korea, South"
10 Best Places to Visit in Turkey - Travel Video,touropia,2018-09-27T13:27:28Z,https://www.youtube.com/watch?v=r8rZQKXijb8,2312421,Netherlands
BEST PLACES TO EAT IN PARIS FRANCE | Paris France Travel Vlog,EURO TROTTER,2018-09-26T02:39:00Z,https://www.youtube.com/watch?v=cxrhrvw9Q8A,510023,Netherlands
How Much Can $10 Get You in NAMIBIA?,Drew Binsky,2018-09-25T02:30:01Z,https://www.youtube.com/watch?v=dw3ERFnYiJs,674722,Germany
"Fort Lauderdale, Florida | Beach and Boat tour (travel vlog)",Renata Pereira,2018-09-23T19:12:37Z,https://www.youtube.com/watch?v=5kFjEiAu61o,144195,United States
5-STAR LUXURY RESORT in Thailand ♦ Phuket Travel Vlog,Miss Mina,2018-09-21T17:10:06Z,https://www.youtube.com/watch?v=8LO-QHhubis,1152756,United States
What I Eat (Healthy Travel Snacks) - Romee Strijd VLOG,Romee Strijd,2018-09-20T21:05:04Z,https://www.youtube.com/watch?v=NJcOt-YqMRs,1625670,
IS SLOVENIAN FOOD GOOD? Best Food Tour Ever | Cuisine in Ljubljana Travel Vlog,Dane and Stacey,2018-09-17T13:30:00Z,https://www.youtube.com/watch?v=Yf7KryU9OEw,130492,Netherlands
"Things to do in Miami Beach, Florida | SOUTH BEACH (travel vlog)",Renata Pereira,2018-09-16T17:29:56Z,https://www.youtube.com/watch?v=Oc6XTpJH92M,500428,United States
ROUGH DAY IN CAPPADOCIA | Turkey Travel Vlog,Kara and Nate,2018-09-16T11:30:01Z,https://www.youtube.com/watch?v=L9v7unAzRDQ,231225,
